row_id,county_code,state,population,renter_occupied_households,pct_renter_occupied,evictions,rent_burden,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,poverty_rate,rucc,urban_influence,economic_typology,pct_civilian_labor,pct_unemployment,pct_uninsured_adults,pct_uninsured_children,pct_adult_obesity,pct_adult_smoking,pct_diabetes,pct_low_birthweight,pct_excessive_drinking,pct_physical_inactivity,air_pollution_particulate_matter_value,homicides_per_100k,motor_vehicle_crash_deaths_per_100k,heart_disease_mortality_per_100k,pop_per_dentist,pop_per_primary_care_physician,pct_female,pct_below_18_years_of_age,pct_aged_65_years_and_older,pct_adults_less_than_a_high_school_diploma,pct_adults_with_high_school_diploma,pct_adults_with_some_college,pct_adults_bachelors_or_higher,birth_rate_per_1k,death_rate_per_1k,gross_rent
831,f896687,842bd12,22463.0,2689.0,36.09,5.0,28.243000000000002,0.6433895138530031,0.0007850697618952976,0.3317366935644155,0.003607345867949279,0.004571292284453632,0.0,0.015512580991374172,0.00039750367690901154,13.045,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Farm-dependent,0.49,0.04,0.353,0.16,0.325,0.2,0.092,0.07,0.141,0.196,9.883634981387699,0.0,22.4,249,3760.0,2520.0,0.486,0.309,0.11599999999999999,0.2795591182364729,0.282565130260521,0.2985971943887775,0.13927855711422846,17.229573016,7.775397053300001,711
832,2ba12b7,1b0d913,77225.0,6821.0,21.842,27.0,27.845,0.5527922949079914,0.07788190064275845,0.3442361987144831,0.0041749264131675365,0.008349852826335075,0.0,0.009581305941010393,0.0029835205542540193,10.066,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.46799999999999997,0.049,0.307,0.155,0.314,0.21899999999999997,0.10300000000000001,0.07,0.16699999999999998,0.282,8.703200669812228,3.83,26.19,271,4279.0,3569.0,0.485,0.255,0.127,0.19419419419419415,0.3013013013013013,0.3253253253253253,0.17917917917917914,13.502526845999999,8.5203806204,917
833,75dbc8d,4522abc,14115.0,1655.0,29.878,4.0,29.874000000000002,0.5490253069406164,0.42070658982711095,0.01623653219744425,0.0011024805813079428,0.0004009020295665247,0.0,0.012528188423953895,0.0,19.734,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.379,0.10099999999999999,0.258,0.086,0.341,0.19,0.128,0.1,0.0,0.34700000000000003,12.650079985678532,11.52,26.87,359,4860.0,7179.0,0.509,0.249,0.159,0.1905717151454363,0.4212637913741224,0.25376128385155466,0.13440320962888666,13.116846285,13.967668746,548
834,4b8728d,fa605d5,39358.0,3949.0,22.348000000000003,51.0,30.419,0.9606916357544574,0.00438753938813769,0.011357744007020065,0.002413146663475729,0.006262215308523793,9.971680427585656e-05,0.01458856846555782,0.00019943360855171317,10.708,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Recreation,0.532,0.06,0.168,0.061,0.293,0.192,0.102,0.079,0.161,0.242,10.058668383432764,0.0,12.58,241,3570.0,1380.0,0.512,0.203,0.17600000000000002,0.0777666999002991,0.3409770687936191,0.2791625124626121,0.3020937188434695,8.954687740499999,9.7757479345,744
835,b99f7e5,9dda412,5819.0,516.0,20.82,0.0,23.365,0.9692304604391634,0.00382361205892979,0.0175324153988198,0.0036228975151539476,0.0014953233511300224,0.0,0.004295291236803019,0.0,5.727,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.557,0.043,0.125,0.091,0.272,0.20800000000000002,0.085,0.06,0.26899999999999996,0.248,12.611065075500868,0.0,0.0,214,2969.0,1450.0,0.498,0.217,0.255,0.08216432865731463,0.40480961923847697,0.3216432865731463,0.19138276553106207,11.88835286,13.266712612000001,528
836,abf2b6d,1dcfd4e,4273.0,409.0,20.132,0.0,33.494,0.9163501878989124,0.02999423378999065,0.026673692163919432,0.013043564710794743,0.0,0.0006959218976795977,0.0132423995387032,0.0,12.727,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Recreation,0.45799999999999996,0.046,0.23600000000000002,0.168,0.212,0.153,0.078,0.08,0.184,0.212,12.697175975826953,0.0,0.0,156,2730.0,2099.0,0.491,0.14800000000000002,0.261,0.0647410358565737,0.18625498007968128,0.39442231075697215,0.3545816733067729,5.1115241636,8.364312267699999,726
837,36fdc51,4522abc,19433.0,2531.0,31.904,52.0,31.783,0.6366404567536436,0.30481294135323284,0.052947363149196174,0.0006009916361997296,0.0023839334902589267,0.0,0.002614313617468824,0.0,17.095,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.414,0.087,0.293,0.111,0.354,0.187,0.14300000000000002,0.1,0.0,0.307,13.02314199992682,0.0,29.28,343,3319.0,1980.0,0.526,0.226,0.183,0.2309236947791165,0.4568273092369478,0.20481927710843373,0.107429718875502,11.354003442,13.87140692,609
838,8e9f18b,52acab4,621133.0,99411.0,40.344,6762.0,28.528000000000002,0.6413917300115414,0.09821108767461297,0.11667727942054365,0.043857205396585344,0.026147172364388904,0.0007860070840132129,0.07142715007760576,0.001502367970708799,12.207,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Mining-dependent,0.494,0.043,0.259,0.109,0.303,0.228,0.10400000000000001,0.08900000000000001,0.14400000000000002,0.285,10.244753623276463,8.56,13.16,316,1539.0,909.0,0.51,0.254,0.125,0.1111111111111111,0.25625625625625625,0.3263263263263263,0.3063063063063063,14.820040653,9.013330056000001,774
839,84ea075,1dcfd4e,23647.0,3200.0,31.066999999999997,27.0,31.533,0.9019791241703896,0.004089592931272947,0.06803052766694195,0.0019005164230489853,0.010318510631946585,0.0,0.009741390461596632,0.003940337714803132,5.294,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Recreation,0.598,0.042,0.177,0.10099999999999999,0.133,0.098,0.033,0.099,0.264,0.10400000000000001,13.586550912372848,0.0,17.17,155,1120.0,960.0,0.47,0.19699999999999998,0.102,0.030211480362537763,0.20745216515609266,0.2588116817724069,0.5035246727089627,8.6480132659,4.4079679268000005,1137
840,8549ffd,7572db1,1380446.0,178602.0,31.107,2848.0,36.265,0.5725935882518156,0.17702523773221526,0.20566344340568954,0.000993058620551298,0.02477631103799704,0.0003009268547125145,0.014775508566384469,0.0038719255306343538,10.585,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Recreation,0.488,0.059000000000000004,0.293,0.14400000000000002,0.222,0.14,0.096,0.09,0.151,0.22399999999999998,10.619066606803727,6.13,15.13,192,1519.0,1279.0,0.515,0.20199999999999999,0.222,0.12163509471585245,0.25523429710867396,0.2851445663010967,0.3379860418743769,10.338442453999999,9.7355168951,1170
841,f67e07d,528ea9f,9519.0,920.0,19.315,16.0,26.712,0.9643996979612384,0.0043896300025169895,0.013501132645356151,0.0031109992449030953,0.0027183488547696953,0.0,0.011880191291215704,0.0,14.261,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.455,0.064,0.20600000000000002,0.086,0.32299999999999995,0.247,0.125,0.10099999999999999,0.0,0.36200000000000004,14.011287925614171,0.0,30.95,326,9579.0,9520.0,0.505,0.23,0.182,0.18492462311557786,0.3979899497487437,0.307537688442211,0.10954773869346733,12.971262852999999,11.283944108,490
842,37bc687,4522abc,18237.0,2282.0,29.949,16.0,31.958000000000002,0.6474691290460602,0.30410252838336704,0.02212957342859134,0.002169175812694654,0.006497577090319309,0.0,0.01693549189544175,0.0006965243435258063,17.968,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Federal/State government-dependent,0.428,0.095,0.254,0.087,0.33299999999999996,0.0,0.11699999999999999,0.11,0.0,0.28300000000000003,13.13620362079208,0.0,13.67,332,9609.0,2589.0,0.519,0.21899999999999997,0.15,0.15184815184815187,0.3786213786213787,0.2977022977022977,0.17182817182817184,10.282207911,12.438154731,650
843,a891b8f,1dcfd4e,40757.0,4904.0,30.066999999999997,27.0,31.092,0.7640893573695874,0.005200535026252221,0.20203230121179447,0.003184204747359805,0.0044219520472739615,0.0025952765965941986,0.016070751232756385,0.002405621768381545,13.91,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.47100000000000003,0.068,0.26899999999999996,0.14300000000000002,0.19899999999999998,0.154,0.062,0.08900000000000001,0.139,0.166,10.914031766966188,3.0,16.0,219,1329.0,1280.0,0.505,0.23600000000000002,0.196,0.12562313060817545,0.3180458624127617,0.3110667996011964,0.2452642073778664,11.771789484000001,9.633698283400001,814
844,94bfe97,78e8330,2248.0,195.0,25.471999999999998,27.0,16.761,0.914088896509294,0.002228968522123269,0.02106929974079416,0.05724717344602567,0.0035401264763134273,0.0,0.0018255353054493738,0.0,14.699000000000002,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.465,0.039,0.198,0.094,0.282,0.127,0.10300000000000001,0.08,0.13,0.301,9.732216363135738,0.0,0.0,252,2780.0,1220.0,0.508,0.20800000000000002,0.299,0.2053838484546361,0.30408773678963114,0.33698903290129617,0.15353938185443672,11.936612472,15.641078410999999,394
845,e137503,c479f0c,46869.0,5827.0,29.416,244.0,31.49,0.8403771915714975,0.091905259771594,0.033155058709988736,0.00099525494611549,0.00846469358211356,0.0,0.024700418208138973,0.00040212321055171305,10.695,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.48100000000000004,0.073,0.157,0.032,0.275,0.28800000000000003,0.114,0.08900000000000001,0.225,0.28600000000000003,12.009437741446137,2.58,13.71,232,1989.0,1980.0,0.514,0.223,0.196,0.09552238805970152,0.3542288557213931,0.3691542288557214,0.1810945273631841,10.380399742,11.154094133,610
846,cc1c0b9,528ea9f,36129.0,3361.0,22.905,27.0,28.383000000000003,0.9631369242967112,0.007778078864701573,0.010186774255060769,0.0011039853872479653,0.004114854625196961,0.0,0.013679382571081604,0.0,13.62,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.397,0.085,0.218,0.067,0.369,0.22899999999999998,0.155,0.09,0.09300000000000001,0.332,13.029085798938365,0.0,16.28,311,3089.0,1530.0,0.517,0.22,0.17800000000000002,0.1401590457256461,0.3757455268389662,0.31610337972167,0.1679920477137177,11.966164638,12.653875249,629
847,8bf6f8b,c479f0c,13378.0,1386.0,23.599,3.0,25.801,0.9711392303123648,0.009714210934275559,0.01067053221796072,0.0009965874429982184,0.0005033269914132416,0.0,0.006976112100987527,0.0,12.924000000000001,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Farm-dependent,0.45799999999999996,0.067,0.171,0.038,0.301,0.461,0.102,0.09,0.0,0.273,11.790054932289916,0.0,22.3,293,2769.0,2289.0,0.495,0.22399999999999998,0.17600000000000002,0.14356929212362912,0.4077766699900299,0.3300099700897309,0.11864406779661014,10.701148144,11.072715788,607
848,1b89125,0f8930b,67671.0,8923.0,31.476,208.0,31.022,0.925222498396408,0.016045942912123155,0.01382095894804362,0.013079297626683773,0.007055805003207185,0.0005011225144323284,0.02377325208466966,0.0005011225144323284,9.357999999999999,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Recreation,0.498,0.071,0.16899999999999998,0.042,0.295,0.213,0.095,0.071,0.185,0.159,10.124178431446511,0.0,8.27,267,1360.0,859.0,0.49,0.183,0.157,0.05505505505505505,0.3283283283283283,0.3263263263263263,0.29029029029029024,9.2225739097,9.8128186399,626
849,6afba47,7dd3518,9811.0,1338.0,43.685,27.0,25.904,0.16426746806912096,0.007322814926120711,0.019634360130227898,0.699053343350864,0.012031054345103931,0.0018933132982719761,0.09549711995992986,0.0003005259203606311,21.930999999999997,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.42,0.121,0.376,0.14800000000000002,0.358,0.4,0.078,0.07,0.19,0.257,0.0,0.0,15.34,283,1440.0,1089.0,0.466,0.344,0.069,0.15323383084577116,0.4149253731343284,0.2905472636815921,0.14129353233830844,20.880847397,6.7913435710000005,1188
850,f68fe0f,9e0007d,22574.0,3295.0,36.543,27.0,30.711,0.697390853530872,0.2381631289817649,0.04297065831846143,0.001495498549366407,0.008324941924806333,0.0,0.011654918694728868,0.0,17.377,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.41700000000000004,0.07,0.264,0.057999999999999996,0.325,0.11900000000000001,0.114,0.081,0.0,0.318,11.353733022837146,5.21,18.0,355,2569.0,1900.0,0.521,0.193,0.152,0.1312625250501002,0.33567134268537074,0.29358717434869736,0.23947895791583165,10.725398892000001,10.284024452,580
851,3380c19,9d1e27d,16877.0,1394.0,18.355,-1.0,26.686999999999998,0.907420156245323,0.061151186805950476,0.017959232542129368,0.0036716653197242256,0.002494337853073523,0.0,0.007303421233799275,0.0,18.39,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.38,0.085,0.239,0.073,0.314,0.22899999999999998,0.11199999999999999,0.07,0.0,0.306,13.67213433987,9.23,24.19,348,19129.0,2420.0,0.447,0.184,0.17300000000000001,0.23771313941825475,0.4332998996990973,0.23971915747241726,0.08926780341023069,8.707499111499999,12.083876318,473
852,dfbef9b,64ffe5d,236898.0,23519.0,28.941,408.0,28.44,0.7725786738475908,0.010513031986247605,0.1751542673171895,0.006071325655573993,0.011158917694287387,0.001967467233721196,0.02156264594532826,0.00099367032006121,9.488999999999999,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.48,0.044000000000000004,0.198,0.11699999999999999,0.275,0.12300000000000001,0.08199999999999999,0.081,0.111,0.185,11.713915493072793,2.22,9.38,244,1299.0,2269.0,0.501,0.299,0.107,0.1048951048951049,0.29270729270729273,0.3726273726273727,0.22977022977022984,15.801646544,6.8174607151,793
853,8c7102b,dc9ae72,10251.0,959.0,23.261999999999997,2.0,23.653000000000002,0.9583140249430824,0.008865069610944333,0.015806016158604157,0.004845566457800254,0.0025084117421876576,0.00020147885479418937,0.009459432232587193,0.0,8.63,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.579,0.028999999999999998,0.153,0.066,0.29100000000000004,0.095,0.115,0.06,0.16899999999999998,0.272,8.84100081904166,0.0,27.76,242,1289.0,1009.0,0.496,0.258,0.2,0.0945273631840796,0.4208955223880597,0.25870646766169153,0.22587064676616914,13.976377953,13.582677165,532
854,6ef5d81,7572db1,19798.0,1854.0,20.575,27.0,33.867,0.8727354439229003,0.06915010486367723,0.027084789773294718,0.0029261959452711477,0.003295715569759313,0.0011984420253670226,0.023209827224608008,0.00039948067512234097,20.706,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.348,0.07,0.273,0.11,0.307,0.22,0.154,0.081,0.092,0.32899999999999996,12.450951774072747,0.0,27.08,374,3089.0,3310.0,0.47,0.21100000000000002,0.18100000000000002,0.24324324324324326,0.3683683683683683,0.2762762762762763,0.11211211211211213,9.3148732566,12.725236689,644
855,72c76c5,4522abc,6789.0,802.0,30.361,-1.0,22.802,0.6935681119937956,0.29048390785169564,0.011642820923272712,0.0,0.0,0.0,0.004305159231235769,0.0,15.550999999999998,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.41600000000000004,0.105,0.26899999999999996,0.086,0.348,0.222,0.12300000000000001,0.11,0.0,0.311,12.672526616080171,0.0,47.11,311,7239.0,1969.5,0.494,0.244,0.145,0.2284569138276553,0.4138276553106212,0.20841683366733466,0.14929859719438876,11.483967189000001,9.3959731544,461
856,da9fc5f,0f8930b,13161.0,827.0,12.683,27.0,28.425,0.9634188137575098,0.004677230756824322,0.010674972783355509,0.0038405709447199713,0.0034071206806177176,0.0,0.013678883915971132,0.0003024071610015725,9.242,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Recreation,0.415,0.128,0.19399999999999998,0.057,0.335,0.16,0.134,0.07,0.0,0.239,10.953707015036173,0.0,12.43,231,4449.0,4380.0,0.49700000000000005,0.168,0.273,0.1181181181181181,0.4084084084084084,0.3053053053053053,0.16816816816816818,7.2177218106,15.049717818,558
857,a844e5f,4522abc,35816.0,5093.0,35.574,115.0,31.256,0.6431511881875737,0.2959346974927783,0.03629482753414592,0.005123146759534187,0.01083007055650056,0.0004026048534015078,0.007156301269211802,0.0011071633468541463,23.623,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.414,0.08,0.278,0.098,0.342,0.21600000000000003,0.14800000000000002,0.11,0.0,0.33299999999999996,12.451006817207894,6.4,19.4,352,2119.0,1299.0,0.505,0.237,0.154,0.1857429718875502,0.40763052208835343,0.2781124497991968,0.1285140562248996,12.840281477000001,12.251534946,635
858,9db9d6f,78e8330,788.0,129.0,31.468000000000004,27.0,22.095,0.9423992035838724,0.02043802887008462,0.002598307615729219,0.03456445993031359,0.0,0.0,0.0,0.0,6.981,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.631,0.038,0.23600000000000002,0.125,0.309,0.0,0.09300000000000001,0.08,0.0,0.324,10.877223817700877,0.0,0.0,176,1009.0,1969.5,0.509,0.228,0.21899999999999997,0.07592407592407592,0.3896103896103896,0.3696303696303696,0.16483516483516486,11.293634497000001,8.2135523614,391
859,adacfc3,8036085,1715.0,173.0,18.118,-1.0,17.98,0.9472141345284352,0.0,0.014826150467540468,0.0321862609680721,0.0034779843590074825,0.0,0.0022954696769449385,0.0,7.7829999999999995,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.6459999999999999,0.024,0.27,0.184,0.25,0.0,0.078,0.08,0.191,0.315,10.47816783526676,0.0,0.0,266,2730.0,1969.5,0.49700000000000005,0.198,0.226,0.06666666666666668,0.4587064676616916,0.29950248756218906,0.17512437810945275,9.384164222899999,15.249266862,550
860,eb1cb0b,1b0d913,158413.0,14547.0,27.82,294.0,30.131,0.6379993961960351,0.08812518868873905,0.2478212740263661,0.002606420448827614,0.006007849451544731,0.00020126798832645668,0.016634799235181644,0.0006038039649793699,9.439,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.495,0.049,0.276,0.127,0.292,0.134,0.09699999999999999,0.079,0.2,0.233,9.802643281677069,3.1100000000000003,16.25,271,3980.0,2499.0,0.508,0.281,0.10800000000000001,0.15338645418326693,0.29581673306772904,0.3386454183266933,0.2121513944223108,13.359922136,7.2601380377,907
861,d5b2b39,4522abc,8902.0,908.0,21.625,-1.0,33.964,0.2398137603676419,0.7320285809305935,0.019732532476039788,0.0,0.003910226047345985,0.0,0.00451490017837887,0.0,24.934,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.294,0.11699999999999999,0.256,0.08199999999999999,0.38299999999999995,0.0,0.163,0.151,0.0,0.289,12.859050789403016,0.0,19.71,261,10399.0,4700.0,0.449,0.175,0.175,0.2717282717282717,0.4085914085914085,0.2167832167832168,0.10289710289710287,7.0986947561,9.7320815205,630
862,15e834f,a952566,26993.0,6010.0,54.966,371.0,32.255,0.6778075133310698,0.10433184877473987,0.1634778614367598,0.0015877454015298278,0.02417567054782209,0.0,0.027321203890475532,0.0012981566176030039,10.883,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.526,0.051,0.251,0.08,0.297,0.0,0.1,0.071,0.0,0.262,12.910759867237859,0.0,7.869999999999999,253,670.0,369.0,0.505,0.228,0.14400000000000002,0.158,0.305,0.254,0.28300000000000003,12.703511718,10.403738045,936
863,56b1521,20d32fc,27780.0,3073.0,29.961,87.0,27.997,0.6349768890574928,0.1843883836316625,0.15018618534676398,0.004652137886971019,0.015803292435783527,0.00029949385538440037,0.007217801914764049,0.002475815871177709,18.475,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.415,0.064,0.29100000000000004,0.111,0.31,0.0,0.128,0.08,0.0,0.276,12.522661979831351,7.28,28.13,239,14370.0,3449.0,0.518,0.23800000000000002,0.17300000000000001,0.25,0.29980079681274896,0.3047808764940239,0.14541832669322707,10.431864605,10.176539247000001,550
864,9cc10dd,1b0d913,35844.0,4297.0,38.881,27.0,24.925,0.35396141524308794,0.04580558986873952,0.5790927259397628,0.0007030018177618431,0.00433852550390166,0.00010042883110883472,0.014983981601438141,0.0010143311941992307,17.382,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.38799999999999996,0.094,0.345,0.142,0.28,0.281,0.099,0.09,0.0,0.299,9.378508837346716,0.0,18.81,258,3269.0,2430.0,0.484,0.284,0.122,0.27816550348953145,0.32103688933200397,0.2542372881355933,0.1465603190428714,14.056453449000001,8.5932164808,616
865,18ddd9b,a952566,6661.0,423.0,20.174,4.0,24.214000000000002,0.9320152618799862,0.04951191714979437,0.01319062484515138,0.0,0.0,0.0010802239730439524,0.0042019721520241814,0.0,5.632000000000001,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.43200000000000005,0.061,0.17,0.078,0.282,0.0,0.11599999999999999,0.1,0.0,0.242,13.151517217289467,0.0,34.29,315,1479.0,1969.5,0.445,0.174,0.187,0.1471774193548387,0.3961693548387096,0.3155241935483871,0.1411290322580645,6.1723748589,11.140383892000001,580
866,bcf30c7,4522abc,16382.0,1864.0,26.284000000000002,39.0,37.299,0.87006006006006,0.01811811811811812,0.08035035035035032,0.0031931931931931928,0.007677677677677678,0.0,0.008428428428428428,0.01217217217217217,14.290999999999999,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Recreation,0.401,0.081,0.342,0.159,0.295,0.0,0.135,0.09,0.0,0.244,13.245681249014757,0.0,19.47,249,2780.0,2320.0,0.503,0.205,0.23199999999999998,0.13830845771144282,0.3393034825870647,0.26268656716417915,0.25970149253731345,9.3146628832,12.707420887,689
867,36ef363,a952566,37059.0,3073.0,21.005,126.0,27.096,0.853019578087717,0.0807683475934227,0.030031049389495117,0.001687249782853948,0.0048520910915208215,0.0,0.029242334993959836,0.00039934906103052017,4.864,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.526,0.048,0.177,0.071,0.308,0.191,0.12,0.071,0.19699999999999998,0.247,12.036986603096668,0.0,20.81,259,3099.0,1939.0,0.508,0.209,0.16,0.0990990990990991,0.3403403403403404,0.34134134134134136,0.2192192192192192,10.524037551000001,9.1172253334,873
868,c5f74b7,e899d7f,15104.0,1508.0,24.595,12.0,32.686,0.3995512667778572,0.5816059089826066,0.011069414661265984,0.0027896910491621,0.002799618775315701,0.0006055912953697085,0.0015785084584226828,0.0,22.41,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.402,0.098,0.244,0.057999999999999996,0.41600000000000004,0.0,0.162,0.141,0.0,0.38299999999999995,12.974531496930762,15.75,42.88,361,7860.0,15419.0,0.523,0.239,0.16399999999999998,0.1940298507462687,0.4298507462686568,0.23681592039801,0.1393034825870647,12.247316784,11.918087838,460
869,761c543,d233cec,438845.0,74565.0,43.425,27.0,30.458000000000002,0.647465414773011,0.02206462568046746,0.2308545173050991,0.012995055685961144,0.05253957948359387,0.0059831194126754245,0.02749837686660341,0.0005993107925885233,9.939,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Recreation,0.509,0.076,0.27,0.187,0.22399999999999998,0.182,0.069,0.079,0.207,0.16,11.574404908119252,5.21,11.38,293,1649.0,1369.0,0.49700000000000005,0.23,0.132,0.13226452905811625,0.2404809619238477,0.3416833667334669,0.2855711422845691,12.231602129,8.3432739952,898
870,7c5012d,9dda412,90996.0,5389.0,19.191,74.0,31.75,0.9244179056626458,0.019286258165350862,0.023714583416823632,0.0037270067727327373,0.012112772011381398,0.00010018835410571876,0.016641285616959885,0.0,5.641,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.54,0.045,0.1,0.053,0.305,0.23800000000000002,0.069,0.06,0.23600000000000002,0.243,12.349725093253655,0.0,13.49,188,2409.0,2349.0,0.489,0.282,0.09300000000000001,0.06287425149700597,0.2634730538922156,0.4081836327345309,0.2654690618762475,12.511584801,5.0421466084,925
871,40f68a3,158df01,93447.0,5422.0,15.005999999999998,78.0,26.906999999999996,0.9586502944993512,0.012957971448537487,0.012738344813816513,0.00029949086552860134,0.0059998003394229815,0.0,0.00935409803334332,0.0,4.856,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.524,0.05,0.142,0.085,0.273,0.16899999999999998,0.099,0.06,0.19899999999999998,0.255,13.744643517391506,0.0,9.62,204,2300.0,1500.0,0.509,0.245,0.16899999999999998,0.09109109109109108,0.2732732732732733,0.26626626626626626,0.36936936936936937,9.793548592899999,8.219775312000001,800
872,3310091,9d0874a,27545.0,2544.0,21.538,6.0,30.885,0.6152342581327164,0.3579392464646868,0.01759179847218621,0.0,0.0001994534974170772,0.0,0.008436882940742366,0.0005983604922512317,18.27,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.39,0.064,0.26899999999999996,0.092,0.358,0.23,0.13699999999999998,0.131,0.078,0.34700000000000003,11.863400666577231,7.78,39.92,402,3500.0,1949.0,0.513,0.261,0.14800000000000002,0.2039800995024876,0.3890547263681592,0.2796019900497513,0.12736318407960198,12.47771836,10.47691804,618
873,540b485,9d0874a,247836.0,37496.0,40.744,3448.0,36.387,0.2685809622400676,0.6984431691407781,0.01577937023226831,0.0010050554288068988,0.00830175784194498,0.0002010110857613797,0.007085640773088636,0.0006030332572841393,20.255,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.444,0.073,0.257,0.083,0.37,0.213,0.136,0.159,0.135,0.344,11.828288199378795,19.28,19.81,330,1229.0,1310.0,0.532,0.255,0.11199999999999999,0.1421421421421421,0.2502502502502502,0.3313313313313313,0.2762762762762763,13.772757647999999,9.0052646162,771
